"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"06/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$685.59"
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","118","","",""
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","118","$8.0865","$0.02","$954.19"
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","85","","",""
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","447","","",""
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","384","","",""
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","85","$8.0865","$0.01","$687.34"
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","376","","",""
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","447","$8.0865","$0.07","$3614.60"
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","384","$8.0865","$0.06","$3105.16"
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","376","$8.0865","$0.06","$3040.46"
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","168","","",""
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","128","","",""
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","172","","",""
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","127","","",""
"06/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","90","","",""
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","168","$8.0865","$0.03","$1358.50"
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","128","$8.0865","$0.02","$1035.05"
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","172","$8.0865","$0.03","$1390.85"
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","127","$8.0865","$0.02","$1026.97"
"06/16/2025","Sell","SNAP","SNAP INC CLASS A","90","$8.0865","$0.01","$727.78"
"06/04/2025","MoneyLink Transfer","","Tfr JPMorgan Chase Ban, JEFFREY LEE-CHAN","","","","-$32988.00"
"05/30/2025","Sell","SNAP","SNAP INC CLASS A","4,000","$8.23","$0.66","$32919.34"
"05/29/2025","Credit Interest","","SCHWAB1 INT 04/29-05/28","","","","$0.12"
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","411","","",""
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","353","","",""
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","346","","",""
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","158","","",""
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","117","","",""
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","116","","",""
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","109","","",""
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","83","","",""
"05/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","78","","",""
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3898.49"
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3347.37"
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3279.61"
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1499.77"
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1115.79"
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1106.76"
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1034.47"
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$790.54"
"05/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$740.84"
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","130","","",""
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","174","","",""
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","130","$8.6434","$0.02","$1123.62"
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","129","","",""
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","174","$8.6434","$0.03","$1503.92"
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","129","$8.6434","$0.02","$1114.98"
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","92","","",""
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","120","","",""
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","92","$8.6434","$0.02","$795.17"
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","120","$8.6434","$0.02","$1037.19"
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","86","","",""
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","452","","",""
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","86","$8.6434","$0.01","$743.32"
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","388","","",""
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","452","$8.6434","$0.08","$3906.74"
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","388","$8.6434","$0.06","$3353.58"
"05/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","380","","",""
"05/16/2025","Sell","SNAP","SNAP INC CLASS A","380","$8.6434","$0.06","$3284.43"
"05/15/2025","MoneyLink Transfer","","Tfr JPMorgan Chase Ban, JEFFREY LEE-CHAN","","","","-$12500.00"
"05/08/2025","Sell","SNAP","SNAP INC CLASS A","1,500","$8.29","$0.59","$12434.41"
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","400","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","343","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","336","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","153","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","140","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","114","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","113","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","105","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","81","","",""
"04/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","76","","",""
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3580.04"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3070.38"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3008.22"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1375.67"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1255.50"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1023.47"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1015.17"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$944.73"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$725.12"
"04/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$679.54"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","133","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","133","$7.7273","$0.05","$1027.68"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","179","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","179","$7.7273","$0.07","$1383.12"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","132","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","132","$7.7273","$0.05","$1019.95"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","94","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","94","$7.7273","$0.04","$726.33"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","163","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","163","$7.7273","$0.07","$1259.48"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","123","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","123","$7.7273","$0.05","$950.41"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","88","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","88","$7.7273","$0.03","$679.97"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","464","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","464","$7.7273","$0.18","$3585.29"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","398","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","398","$7.7273","$0.16","$3075.31"
"04/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","390","","",""
"04/16/2025","Sell","SNAP","SNAP INC CLASS A","390","$7.7273","$0.14","$3013.51"
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","409","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","316","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","309","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","164","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","150","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","121","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","121","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","113","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","86","","",""
"03/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","80","","",""
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$4019.88"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3767.72"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$3691.44"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1484.44"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1354.77"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1099.91"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1095.44"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1019.43"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$782.46"
"03/18/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$728.81"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","125","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","125","$8.8653","$0.05","$1108.11"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","168","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","168","$8.8653","$0.07","$1489.30"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","124","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","124","$8.8653","$0.05","$1099.25"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","89","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","89","$8.8653","$0.03","$788.98"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","153","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","153","$8.8653","$0.07","$1356.32"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","115","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","115","$8.8653","$0.05","$1019.46"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","83","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","83","$8.8653","$0.03","$735.79"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","454","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","454","$8.8653","$0.19","$4024.66"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","425","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","425","$8.8653","$0.17","$3767.58"
"03/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","417","","",""
"03/17/2025","Sell","SNAP","SNAP INC CLASS A","417","$8.8653","$0.17","$3696.66"
"03/03/2025","MoneyLink Transfer","","Tfr JPMORGAN CHASE BAN, JEFFREY LEE-CHAN","","","","-$1254.00"
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","355","","",""
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","305","","",""
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","299","","",""
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","136","","",""
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","124","","",""
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","101","","",""
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","94","","",""
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","72","","",""
"02/19/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","67","","",""
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$5510.44"
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$4731.45"
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$4635.67"
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2119.89"
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1928.34"
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1564.37"
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1455.84"
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1117.41"
"02/19/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1047.17"
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","196","","",""
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","144","","",""
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","103","","",""
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","178","","",""
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","134","","",""
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","97","","",""
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","508","","",""
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","436","","",""
"02/18/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","427","","",""
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","196","$10.8691","$0.09","$2130.25"
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","144","$10.8691","$0.06","$1565.09"
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","103","$10.8691","$0.05","$1119.47"
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","178","$10.8691","$0.08","$1934.62"
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","134","$10.8691","$0.06","$1456.40"
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","97","$10.8691","$0.05","$1054.25"
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","508","$10.8691","$0.23","$5521.27"
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","436","$10.8691","$0.20","$4738.73"
"02/18/2025","Sell","SNAP","SNAP INC CLASS A","427","$10.8691","$0.20","$4640.91"
"02/13/2025","Security Transfer","SNAP","SNAP INC CLASS A","-4,629","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","334","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","287","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","281","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","128","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","117","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","94","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","88","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","84","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","67","","",""
"01/17/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","63","","",""
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$6013.24"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$5163.16"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$5058.65"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2313.33"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$2111.26"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1707.13"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1588.67"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1518.99"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1212.40"
"01/17/2025","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1142.73"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","529","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","529","$11.3783","$0.26","$6018.86"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","454","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","454","$11.3783","$0.22","$5165.53"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","445","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","445","$11.3783","$0.21","$5063.13"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","204","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","204","$11.3783","$0.09","$2321.08"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","151","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","151","$11.3783","$0.08","$1718.04"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","107","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","107","$11.3783","$0.05","$1217.43"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","186","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","186","$11.3783","$0.09","$2116.27"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","140","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","140","$11.3783","$0.06","$1592.90"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","134","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","134","$11.3783","$0.06","$1524.63"
"01/16/2025","Stock Plan Activity","SNAP","SNAP INC CLASS A","101","","",""
"01/16/2025","Sell","SNAP","SNAP INC CLASS A","101","$11.3783","$0.05","$1149.16"
"12/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","402","","",""
"12/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","158","","",""
"12/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","144","","",""
"12/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","116","","",""
"12/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","109","","",""
"12/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","103","","",""
"12/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","83","","",""
"12/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","78","","",""
"12/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$5007.92"
"12/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1976.96"
"12/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1798.33"
"12/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1452.95"
"12/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1357.67"
"12/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1292.18"
"12/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1042.07"
"12/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$976.57"
"12/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","174","","",""
"12/16/2024","Sell","SNAP","SNAP INC CLASS A","174","$11.4207","$0.09","$1987.11"
"12/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","128","","",""
"12/16/2024","Sell","SNAP","SNAP INC CLASS A","128","$11.4207","$0.06","$1461.79"
"12/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","92","","",""
"12/16/2024","Sell","SNAP","SNAP INC CLASS A","92","$11.4207","$0.05","$1050.65"
"12/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","158","","",""
"12/16/2024","Sell","SNAP","SNAP INC CLASS A","158","$11.4207","$0.08","$1804.39"
"12/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","119","","",""
"12/16/2024","Sell","SNAP","SNAP INC CLASS A","119","$11.4207","$0.06","$1359.00"
"12/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","114","","",""
"12/16/2024","Sell","SNAP","SNAP INC CLASS A","114","$11.4207","$0.06","$1301.90"
"12/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","86","","",""
"12/16/2024","Sell","SNAP","SNAP INC CLASS A","86","$11.4207","$0.04","$982.14"
"12/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","439","","",""
"12/16/2024","Sell","SNAP","SNAP INC CLASS A","439","$11.4207","$0.21","$5013.48"
"11/27/2024","Credit Interest","","SCHWAB1 INT 10/30-11/26","","","","$0.09"
"11/19/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","395","","",""
"11/19/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","155","","",""
"11/19/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","142","","",""
"11/19/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","107","","",""
"11/19/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","102","","",""
"11/19/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","82","","",""
"11/19/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","76","","",""
"11/19/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$4693.53"
"11/19/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1847.27"
"11/19/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1691.02"
"11/19/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1278.03"
"11/19/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1211.05"
"11/19/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$976.67"
"11/19/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$909.69"
"11/18/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","176","","",""
"11/18/2024","Sell","SNAP","SNAP INC CLASS A","176","$10.5462","$0.08","$1856.05"
"11/18/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","93","","",""
"11/18/2024","Sell","SNAP","SNAP INC CLASS A","93","$10.5462","$0.05","$980.75"
"11/18/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","161","","",""
"11/18/2024","Sell","SNAP","SNAP INC CLASS A","161","$10.5462","$0.08","$1697.86"
"11/18/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","122","","",""
"11/18/2024","Sell","SNAP","SNAP INC CLASS A","122","$10.5462","$0.06","$1286.58"
"11/18/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","115","","",""
"11/18/2024","Sell","SNAP","SNAP INC CLASS A","115","$10.5462","$0.05","$1212.76"
"11/18/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","87","","",""
"11/18/2024","Sell","SNAP","SNAP INC CLASS A","87","$10.5462","$0.04","$917.48"
"11/18/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","446","","",""
"11/18/2024","Sell","SNAP","SNAP INC CLASS A","446","$10.5462","$0.20","$4703.41"
"10/30/2024","Credit Interest","","SCHWAB1 INT 09/27-10/29","","","","$0.33"
"10/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","390","","",""
"10/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","354","","",""
"10/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","140","","",""
"10/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","105","","",""
"10/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","100","","",""
"10/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","81","","",""
"10/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","76","","",""
"10/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$4888.37"
"10/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$4440.80"
"10/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1761.20"
"10/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1325.26"
"10/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1261.33"
"10/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$1017.20"
"10/17/2024","Journal","","Gencash transaction for SPS RS Lapse Tool","","","","-$953.26"
"10/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","94","","",""
"10/16/2024","Sell","SNAP","SNAP INC CLASS A","94","$10.8441","$0.05","$1019.30"
"10/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","163","","",""
"10/16/2024","Sell","SNAP","SNAP INC CLASS A","163","$10.8441","$0.08","$1767.51"
"10/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","123","","",""
"10/16/2024","Sell","SNAP","SNAP INC CLASS A","123","$10.8441","$0.06","$1333.76"
"10/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","117","","",""
"10/16/2024","Sell","SNAP","SNAP INC CLASS A","117","$10.8441","$0.06","$1268.70"
"10/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","88","","",""
"10/16/2024","Sell","SNAP","SNAP INC CLASS A","88","$10.8441","$0.04","$954.24"
"10/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","410","","",""
"10/16/2024","Sell","SNAP","SNAP INC CLASS A","410","$10.8441","$0.19","$4445.89"
"10/16/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","451","","",""
"10/16/2024","Sell","SNAP","SNAP INC CLASS A","451","$10.8441","$0.21","$4890.48"
"09/27/2024","Credit Interest","","SCHWAB1 INT 08/29-09/26","","","","$0.29"
"09/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","378","","",""
"09/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","343","","",""
"09/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","136","","",""
"09/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","102","","",""
"09/17/2024","Stock Plan Activity","SNAP","SNAP INC CLASS A","97","","",""
